GEOID,B13016_001E,B13016_002E,B13016_003E,B13016_004E,B13016_005E,B13016_006E,B13016_007E,B13016_008E,B13016_009E,B13016_010E,B13016_011E,B13016_012E,B13016_013E,B13016_014E,B13016_015E,B13016_016E,B13016_017E
37157040601,760.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,713.0,57.0,68.0,79.0,106.0,166.0,84.0,153.0
37157040602,1161.0,44.0,0.0,34.0,10.0,0.0,0.0,0.0,0.0,1117.0,182.0,147.0,89.0,104.0,132.0,171.0,292.0
37157040700,771.0,46.0,0.0,12.0,0.0,24.0,10.0,0.0,0.0,725.0,95.0,133.0,57.0,36.0,114.0,91.0,199.0
37157040800,351.0,28.0,0.0,0.0,17.0,5.0,0.0,0.0,6.0,323.0,45.0,49.0,78.0,15.0,17.0,52.0,67.0
37157040900,497.0,35.0,0.0,4.0,21.0,0.0,10.0,0.0,0.0,462.0,12.0,69.0,75.0,18.0,30.0,99.0,159.0
37157041001,1586.0,64.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,1522.0,303.0,133.0,162.0,191.0,323.0,143.0,267.0
37157041002,1133.0,120.0,0.0,62.0,58.0,0.0,0.0,0.0,0.0,1013.0,106.0,119.0,176.0,73.0,103.0,87.0,349.0
37157041100,1282.0,65.0,0.0,53.0,0.0,8.0,0.0,0.0,4.0,1217.0,111.0,132.0,87.0,214.0,209.0,210.0,254.0
37157041200,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,122.0,37.0,176.0,115.0,127.0,109.0,142.0
37157041300,767.0,48.0,0.0,0.0,17.0,0.0,0.0,31.0,0.0,719.0,205.0,102.0,33.0,135.0,68.0,99.0,77.0
37157041400,663.0,42.0,15.0,15.0,12.0,0.0,0.0,0.0,0.0,621.0,85.0,102.0,94.0,73.0,105.0,104.0,58.0
37157041501,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,126.0,0.0,54.0,20.0,0.0,80.0,179.0
37157041502,1403.0,148.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,1255.0,185.0,235.0,141.0,134.0,60.0,173.0,327.0
37157041601,762.0,18.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,744.0,50.0,33.0,57.0,112.0,142.0,128.0,222.0
37157041602,961.0,112.0,0.0,0.0,38.0,43.0,0.0,22.0,9.0,849.0,117.0,133.0,209.0,63.0,53.0,114.0,160.0
37159050201,1004.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,960.0,126.0,28.0,138.0,183.0,171.0,117.0,197.0
37159050202,1265.0,122.0,0.0,13.0,0.0,103.0,0.0,6.0,0.0,1143.0,100.0,191.0,219.0,124.0,169.0,163.0,177.0
37159050300,923.0,114.0,0.0,0.0,53.0,53.0,0.0,0.0,8.0,809.0,26.0,160.0,249.0,58.0,51.0,31.0,234.0
37159050400,939.0,58.0,15.0,7.0,0.0,36.0,0.0,0.0,0.0,881.0,179.0,245.0,258.0,36.0,8.0,84.0,71.0
37159050500,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,414.0,268.0,18.0,23.0,44.0,124.0,105.0
37159050700,618.0,34.0,0.0,0.0,16.0,0.0,18.0,0.0,0.0,584.0,78.0,35.0,88.0,137.0,60.0,70.0,116.0
37159050800,379.0,32.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,347.0,17.0,16.0,61.0,13.0,9.0,105.0,126.0
37159050901,815.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,794.0,163.0,75.0,127.0,122.0,48.0,123.0,136.0
37159050903,1431.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1413.0,384.0,134.0,49.0,61.0,237.0,210.0,338.0
37159050904,538.0,35.0,0.0,0.0,17.0,9.0,9.0,0.0,0.0,503.0,61.0,85.0,29.0,29.0,149.0,90.0,60.0
37159051001,1824.0,79.0,0.0,45.0,4.0,20.0,0.0,0.0,10.0,1745.0,308.0,247.0,97.0,326.0,208.0,223.0,336.0
37159051002,1895.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1887.0,246.0,151.0,266.0,275.0,357.0,224.0,368.0
37159051101,1370.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1350.0,154.0,271.0,135.0,204.0,150.0,193.0,243.0
37159051102,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,44.0,81.0,150.0,102.0,95.0,45.0
37159051201,1450.0,131.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,1319.0,230.0,157.0,29.0,94.0,111.0,320.0,378.0
37159051202,734.0,67.0,0.0,41.0,12.0,14.0,0.0,0.0,0.0,667.0,90.0,0.0,130.0,115.0,63.0,126.0,143.0
37159051204,1116.0,39.0,0.0,0.0,25.0,14.0,0.0,0.0,0.0,1077.0,205.0,196.0,105.0,146.0,144.0,95.0,186.0
37159051301,432.0,49.0,30.0,0.0,12.0,7.0,0.0,0.0,0.0,383.0,70.0,71.0,29.0,20.0,47.0,80.0,66.0
37159051302,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.0,101.0,204.0,99.0,55.0,35.0,215.0,100.0
37159051303,1459.0,103.0,0.0,86.0,17.0,0.0,0.0,0.0,0.0,1356.0,230.0,192.0,111.0,115.0,272.0,271.0,165.0
37159051400,1802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.0,288.0,230.0,282.0,184.0,346.0,168.0,304.0
37159051501,1025.0,110.0,0.0,0.0,94.0,16.0,0.0,0.0,0.0,915.0,211.0,70.0,92.0,109.0,185.0,59.0,189.0
37159051502,969.0,241.0,0.0,0.0,209.0,32.0,0.0,0.0,0.0,728.0,149.0,47.0,59.0,33.0,103.0,215.0,122.0
37159051600,1339.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,1249.0,136.0,54.0,172.0,312.0,237.0,136.0,202.0
37159051700,1730.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1718.0,251.0,140.0,323.0,326.0,271.0,164.0,243.0
37159051801,870.0,32.0,0.0,0.0,21.0,0.0,11.0,0.0,0.0,838.0,79.0,78.0,89.0,85.0,246.0,138.0,123.0
37159051802,869.0,30.0,0.0,0.0,17.0,13.0,0.0,0.0,0.0,839.0,86.0,26.0,193.0,146.0,167.0,93.0,128.0
37159051901,917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,69.0,143.0,176.0,150.0,97.0,64.0,218.0
37159051903,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,70.0,214.0,91.0,35.0,2.0,111.0,221.0
37159051904,866.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,858.0,137.0,78.0,267.0,85.0,43.0,73.0,175.0
37159052000,541.0,21.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,520.0,46.0,34.0,9.0,246.0,53.0,53.0,79.0
37161960101,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,38.0,0.0,25.0,78.0,24.0,66.0
37161960102,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,32.0,76.0,62.0,61.0,0.0,1.0,116.0
37161960103,494.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,411.0,154.0,14.0,58.0,29.0,62.0,61.0,33.0
37161960201,833.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,825.0,50.0,82.0,59.0,99.0,117.0,152.0,266.0
37161960202,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,20.0,18.0,56.0,40.0,0.0,60.0,70.0
37161960203,212.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,200.0,37.0,22.0,0.0,13.0,21.0,34.0,73.0
37161960301,174.0,37.0,0.0,0.0,24.0,0.0,13.0,0.0,0.0,137.0,13.0,0.0,48.0,6.0,28.0,34.0,8.0
37161960302,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,39.0,0.0,23.0,22.0,64.0,29.0,28.0
37161960400,791.0,87.0,0.0,8.0,45.0,23.0,11.0,0.0,0.0,704.0,87.0,113.0,97.0,49.0,26.0,169.0,163.0
37161960501,398.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,388.0,45.0,29.0,14.0,47.0,113.0,25.0,115.0
37161960502,683.0,67.0,0.0,43.0,10.0,14.0,0.0,0.0,0.0,616.0,95.0,77.0,49.0,156.0,82.0,57.0,100.0
37161960503,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,12.0,0.0,57.0,0.0,78.0,51.0,25.0
37161960600,918.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,908.0,115.0,53.0,87.0,158.0,96.0,155.0,244.0
37161960700,834.0,62.0,0.0,1.0,52.0,0.0,9.0,0.0,0.0,772.0,56.0,29.0,117.0,127.0,107.0,75.0,261.0
37161960800,1284.0,312.0,0.0,35.0,202.0,63.0,12.0,0.0,0.0,972.0,145.0,42.0,59.0,216.0,130.0,141.0,239.0
37161960900,1304.0,116.0,0.0,38.0,19.0,29.0,2.0,28.0,0.0,1188.0,124.0,164.0,173.0,45.0,144.0,312.0,226.0
37161961001,710.0,43.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,667.0,201.0,49.0,64.0,31.0,21.0,110.0,191.0
37161961002,950.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,943.0,282.0,13.0,141.0,49.0,127.0,3.0,328.0
37161961102,700.0,80.0,0.0,40.0,0.0,20.0,0.0,0.0,20.0,620.0,20.0,107.0,112.0,60.0,83.0,94.0,144.0
37161961103,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,83.0,255.0,0.0,109.0,40.0,178.0,64.0
37161961104,686.0,50.0,0.0,0.0,44.0,0.0,0.0,6.0,0.0,636.0,88.0,18.0,113.0,63.0,73.0,65.0,216.0
37161961200,975.0,65.0,0.0,19.0,46.0,0.0,0.0,0.0,0.0,910.0,85.0,188.0,102.0,96.0,181.0,87.0,171.0
37163970101,281.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,278.0,29.0,37.0,31.0,73.0,72.0,0.0,36.0
37163970102,860.0,67.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,793.0,113.0,92.0,92.0,126.0,135.0,119.0,116.0
37163970201,320.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,311.0,66.0,23.0,5.0,79.0,60.0,42.0,36.0
37163970202,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,141.0,145.0,19.0,48.0,111.0,211.0,209.0
37163970302,898.0,31.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,867.0,50.0,10.0,144.0,176.0,137.0,236.0,114.0
37163970303,803.0,111.0,0.0,0.0,91.0,0.0,20.0,0.0,0.0,692.0,167.0,45.0,96.0,88.0,24.0,57.0,215.0
37163970304,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,183.0,146.0,162.0,0.0,87.0,43.0,146.0
37163970401,463.0,81.0,0.0,3.0,78.0,0.0,0.0,0.0,0.0,382.0,6.0,20.0,97.0,0.0,66.0,49.0,144.0
37163970402,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,84.0,102.0,84.0,22.0,61.0,101.0,149.0
37163970501,103.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,98.0,21.0,11.0,4.0,11.0,17.0,9.0,25.0
37163970502,1084.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1077.0,279.0,146.0,148.0,122.0,161.0,140.0,81.0
37163970600,857.0,81.0,0.0,26.0,18.0,2.0,35.0,0.0,0.0,776.0,160.0,120.0,79.0,75.0,106.0,114.0,122.0
37163970701,398.0,13.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,385.0,34.0,52.0,36.0,99.0,81.0,35.0,48.0
37163970702,1074.0,8.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1066.0,92.0,100.0,128.0,63.0,241.0,87.0,355.0
37163970801,391.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,386.0,72.0,53.0,42.0,81.0,56.0,22.0,60.0
37163970802,1004.0,59.0,7.0,0.0,0.0,47.0,3.0,0.0,2.0,945.0,58.0,248.0,122.0,86.0,115.0,220.0,96.0
37163970900,885.0,61.0,0.0,46.0,15.0,0.0,0.0,0.0,0.0,824.0,121.0,197.0,49.0,98.0,102.0,201.0,56.0
37163971001,694.0,45.0,0.0,0.0,26.0,0.0,1.0,18.0,0.0,649.0,93.0,66.0,151.0,72.0,0.0,0.0,267.0
37163971002,190.0,10.0,0.0,0.0,4.0,0.0,2.0,3.0,1.0,180.0,0.0,43.0,8.0,59.0,39.0,7.0,24.0
37163971003,241.0,95.0,0.0,0.0,10.0,85.0,0.0,0.0,0.0,146.0,25.0,33.0,0.0,0.0,0.0,46.0,42.0
37165010101,682.0,25.0,0.0,11.0,8.0,0.0,0.0,6.0,0.0,657.0,189.0,87.0,48.0,40.0,77.0,64.0,152.0
37165010102,1082.0,127.0,0.0,37.0,0.0,61.0,14.0,15.0,0.0,955.0,154.0,96.0,161.0,134.0,99.0,116.0,195.0
37165010200,881.0,13.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,868.0,137.0,83.0,99.0,101.0,178.0,169.0,101.0
37165010300,1138.0,49.0,0.0,14.0,9.0,10.0,16.0,0.0,0.0,1089.0,178.0,305.0,93.0,104.0,127.0,73.0,209.0
37165010400,700.0,20.0,0.0,5.0,8.0,7.0,0.0,0.0,0.0,680.0,53.0,117.0,143.0,107.0,36.0,54.0,170.0
37165010501,615.0,37.0,3.0,0.0,15.0,19.0,0.0,0.0,0.0,578.0,62.0,105.0,74.0,111.0,100.0,44.0,82.0
37165010502,914.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,887.0,88.0,167.0,143.0,98.0,165.0,103.0,123.0
37165010601,540.0,20.0,0.0,12.0,0.0,8.0,0.0,0.0,0.0,520.0,44.0,100.0,88.0,52.0,85.0,83.0,68.0
37165010602,807.0,48.0,0.0,23.0,14.0,0.0,0.0,0.0,11.0,759.0,107.0,71.0,171.0,75.0,27.0,151.0,157.0
37167930101,1102.0,105.0,0.0,18.0,31.0,56.0,0.0,0.0,0.0,997.0,259.0,178.0,136.0,43.0,116.0,85.0,180.0
37167930102,865.0,45.0,18.0,0.0,7.0,0.0,20.0,0.0,0.0,820.0,100.0,75.0,154.0,88.0,176.0,99.0,128.0
37167930200,679.0,73.0,3.0,2.0,18.0,12.0,5.0,33.0,0.0,606.0,55.0,45.0,56.0,101.0,66.0,84.0,199.0
37167930300,853.0,55.0,0.0,0.0,0.0,36.0,0.0,19.0,0.0,798.0,60.0,65.0,185.0,106.0,107.0,67.0,208.0
37167930500,714.0,117.0,0.0,54.0,63.0,0.0,0.0,0.0,0.0,597.0,47.0,92.0,152.0,84.0,66.0,56.0,100.0
37167930700,1047.0,22.0,0.0,0.0,11.0,6.0,0.0,0.0,5.0,1025.0,78.0,159.0,100.0,120.0,169.0,145.0,254.0
37167930801,1157.0,77.0,0.0,0.0,2.0,50.0,25.0,0.0,0.0,1080.0,187.0,127.0,131.0,186.0,97.0,135.0,217.0
37167930802,1034.0,92.0,0.0,0.0,60.0,8.0,24.0,0.0,0.0,942.0,160.0,113.0,146.0,89.0,171.0,98.0,165.0
37167930901,757.0,12.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,745.0,123.0,105.0,54.0,102.0,73.0,195.0,93.0
37167930902,695.0,37.0,0.0,19.0,8.0,1.0,5.0,0.0,4.0,658.0,70.0,71.0,104.0,131.0,42.0,129.0,111.0
37167931001,554.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,539.0,45.0,18.0,54.0,63.0,172.0,76.0,111.0
37167931002,778.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,101.0,85.0,0.0,157.0,151.0,69.0,167.0
37167931101,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,82.0,53.0,15.0,7.0,36.0,57.0,99.0
37167931102,835.0,39.0,0.0,17.0,22.0,0.0,0.0,0.0,0.0,796.0,144.0,77.0,93.0,131.0,184.0,62.0,105.0
37167931202,702.0,19.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,683.0,116.0,145.0,118.0,87.0,57.0,60.0,100.0
37167931203,700.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,664.0,54.0,106.0,118.0,59.0,281.0,17.0,29.0
37167931204,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,57.0,40.0,67.0,0.0,59.0,0.0,47.0
37169070101,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,90.0,49.0,95.0,58.0,44.0,124.0,58.0
37169070102,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,149.0,0.0,44.0,109.0,102.0
37169070200,633.0,45.0,0.0,8.0,33.0,0.0,0.0,0.0,4.0,588.0,56.0,94.0,58.0,89.0,43.0,155.0,93.0
37169070301,418.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,404.0,83.0,65.0,43.0,21.0,141.0,28.0,23.0
37169070302,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,21.0,55.0,51.0,0.0,48.0,24.0,56.0
37169070400,1232.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1203.0,355.0,148.0,56.0,261.0,57.0,97.0,229.0
37169070503,1188.0,40.0,0.0,0.0,18.0,0.0,22.0,0.0,0.0,1148.0,108.0,80.0,258.0,118.0,196.0,104.0,284.0
37169070504,967.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,939.0,85.0,81.0,225.0,20.0,231.0,109.0,188.0
37169070505,499.0,31.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,468.0,0.0,118.0,48.0,28.0,20.0,111.0,143.0
37169070506,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0,110.0,0.0,190.0,23.0,90.0,164.0
37169070600,1105.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1067.0,73.0,179.0,55.0,229.0,77.0,202.0,252.0
37169070701,791.0,17.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,774.0,271.0,153.0,18.0,20.0,63.0,70.0,179.0
37169070702,532.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,528.0,111.0,21.0,91.0,83.0,67.0,50.0,105.0
37171930101,401.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,389.0,49.0,45.0,26.0,25.0,68.0,80.0,96.0
37171930102,1026.0,52.0,0.0,0.0,39.0,13.0,0.0,0.0,0.0,974.0,222.0,281.0,44.0,58.0,71.0,119.0,179.0
37171930201,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,159.0,58.0,85.0,144.0,22.0,153.0,67.0
37171930202,718.0,29.0,0.0,19.0,0.0,0.0,0.0,10.0,0.0,689.0,103.0,125.0,90.0,61.0,75.0,171.0,64.0
37171930301,287.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,281.0,39.0,56.0,8.0,7.0,69.0,52.0,50.0
37171930302,600.0,69.0,0.0,0.0,42.0,16.0,0.0,0.0,11.0,531.0,50.0,13.0,58.0,130.0,148.0,66.0,66.0
37171930400,358.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,336.0,0.0,20.0,57.0,133.0,95.0,0.0,31.0
37171930501,804.0,57.0,0.0,0.0,0.0,38.0,0.0,15.0,4.0,747.0,89.0,102.0,145.0,45.0,99.0,21.0,246.0
37171930502,610.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,605.0,156.0,106.0,85.0,30.0,79.0,88.0,61.0
37171930600,667.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,627.0,195.0,171.0,0.0,45.0,53.0,87.0,76.0
37171930700,952.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,126.0,35.0,179.0,91.0,135.0,162.0,223.0
37171930802,633.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,601.0,77.0,72.0,153.0,42.0,64.0,60.0,133.0
37171930803,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,0.0,70.0,0.0,106.0,43.0,0.0,155.0
37171930804,717.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,43.0,0.0,83.0,27.0,260.0,117.0,173.0
37171930901,842.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,810.0,141.0,165.0,29.0,97.0,144.0,102.0,132.0
37171930902,276.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,263.0,27.0,39.0,78.0,14.0,36.0,22.0,47.0
37171931001,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,66.0,62.0,67.0,21.0,22.0,73.0,197.0
37171931002,1291.0,143.0,16.0,36.0,61.0,30.0,0.0,0.0,0.0,1148.0,203.0,88.0,131.0,134.0,226.0,196.0,170.0
37171931003,508.0,40.0,0.0,14.0,0.0,26.0,0.0,0.0,0.0,468.0,44.0,43.0,71.0,0.0,147.0,83.0,80.0
37171931101,600.0,59.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,541.0,28.0,38.0,170.0,68.0,28.0,65.0,144.0
37171931102,780.0,66.0,0.0,23.0,0.0,22.0,21.0,0.0,0.0,714.0,116.0,49.0,74.0,111.0,69.0,98.0,197.0
37171931103,358.0,29.0,0.0,6.0,16.0,7.0,0.0,0.0,0.0,329.0,121.0,55.0,0.0,23.0,36.0,41.0,53.0
37171931200,876.0,108.0,0.0,8.0,26.0,26.0,48.0,0.0,0.0,768.0,57.0,174.0,84.0,56.0,113.0,102.0,182.0
37173940100,1142.0,90.0,0.0,33.0,25.0,0.0,0.0,12.0,20.0,1052.0,237.0,135.0,147.0,128.0,68.0,136.0,201.0
37173960200,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0,74.0,23.0,97.0,152.0,113.0,41.0,221.0
37173960301,785.0,43.0,0.0,0.0,26.0,0.0,17.0,0.0,0.0,742.0,45.0,95.0,62.0,97.0,47.0,242.0,154.0
37173960302,535.0,54.0,0.0,11.0,43.0,0.0,0.0,0.0,0.0,481.0,105.0,28.0,58.0,59.0,70.0,55.0,106.0
37173980200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37175960100,883.0,36.0,9.0,14.0,0.0,13.0,0.0,0.0,0.0,847.0,100.0,197.0,46.0,59.0,145.0,116.0,184.0
37175960201,398.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,374.0,18.0,28.0,111.0,69.0,0.0,42.0,106.0
37175960202,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,17.0,21.0,52.0,159.0,29.0,31.0,40.0
37175960301,717.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,713.0,118.0,205.0,67.0,176.0,47.0,16.0,84.0
37175960302,944.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,911.0,138.0,105.0,120.0,60.0,100.0,222.0,166.0
37175960401,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,47.0,26.0,63.0,95.0,200.0,99.0,124.0
37175960403,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,35.0,17.0,62.0,0.0,50.0,90.0,39.0
37175960404,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,60.0,40.0,22.0,0.0,22.0,42.0,126.0
37175960501,429.0,42.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,387.0,57.0,43.0,24.0,74.0,50.0,94.0,45.0
37175960502,536.0,21.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,515.0,86.0,14.0,28.0,49.0,65.0,170.0,103.0
37175960601,232.0,40.0,0.0,32.0,8.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,72.0,15.0,7.0,73.0,25.0
37175960602,137.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,125.0,9.0,6.0,46.0,29.0,13.0,22.0,0.0
37177960100,538.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,494.0,5.0,119.0,15.0,40.0,35.0,158.0,122.0
37179020100,1435.0,47.0,0.0,0.0,36.0,11.0,0.0,0.0,0.0,1388.0,225.0,199.0,69.0,146.0,189.0,247.0,313.0
37179020203,912.0,53.0,0.0,0.0,9.0,9.0,25.0,10.0,0.0,859.0,94.0,208.0,30.0,47.0,112.0,131.0,237.0
37179020204,1151.0,64.0,0.0,15.0,39.0,10.0,0.0,0.0,0.0,1087.0,305.0,322.0,88.0,79.0,83.0,42.0,168.0
37179020205,605.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,578.0,24.0,112.0,73.0,83.0,107.0,115.0,64.0
37179020206,964.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,935.0,144.0,184.0,65.0,128.0,60.0,172.0,182.0
37179020305,2221.0,107.0,0.0,0.0,21.0,42.0,29.0,15.0,0.0,2114.0,442.0,134.0,241.0,186.0,424.0,340.0,347.0
37179020307,1714.0,386.0,0.0,167.0,136.0,0.0,10.0,73.0,0.0,1328.0,265.0,118.0,73.0,148.0,233.0,224.0,267.0
37179020308,1928.0,39.0,0.0,0.0,12.0,27.0,0.0,0.0,0.0,1889.0,352.0,84.0,270.0,199.0,152.0,482.0,350.0
37179020309,403.0,25.0,6.0,0.0,0.0,15.0,4.0,0.0,0.0,378.0,54.0,27.0,55.0,13.0,89.0,49.0,91.0
37179020310,1479.0,71.0,1.0,0.0,0.0,7.0,55.0,8.0,0.0,1408.0,259.0,79.0,218.0,100.0,132.0,219.0,401.0
37179020312,1268.0,26.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,1242.0,178.0,153.0,121.0,214.0,166.0,252.0,158.0
37179020313,442.0,77.0,0.0,0.0,40.0,23.0,10.0,0.0,4.0,365.0,25.0,26.0,56.0,61.0,71.0,53.0,73.0
37179020314,1371.0,37.0,0.0,0.0,0.0,29.0,8.0,0.0,0.0,1334.0,108.0,229.0,113.0,302.0,154.0,163.0,265.0
37179020315,1244.0,26.0,0.0,0.0,0.0,10.0,8.0,8.0,0.0,1218.0,211.0,64.0,104.0,115.0,137.0,158.0,429.0
37179020316,1197.0,52.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,1145.0,200.0,175.0,96.0,156.0,166.0,108.0,244.0
37179020317,1837.0,97.0,32.0,0.0,20.0,11.0,0.0,0.0,34.0,1740.0,329.0,174.0,160.0,247.0,187.0,240.0,403.0
37179020318,958.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,932.0,96.0,186.0,81.0,129.0,153.0,133.0,154.0
37179020319,713.0,45.0,0.0,0.0,13.0,29.0,0.0,0.0,3.0,668.0,56.0,66.0,43.0,116.0,154.0,139.0,94.0
37179020320,748.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,715.0,238.0,29.0,25.0,139.0,81.0,161.0,42.0
37179020321,1132.0,138.0,0.0,44.0,94.0,0.0,0.0,0.0,0.0,994.0,65.0,186.0,151.0,117.0,142.0,117.0,216.0
